track_id,is_seed_track,lead_genre,semantic_score,lead_genre_match,genre_overlap_count,tag_overlap_count,numeric_pass_count,tempo_distance,loudness_distance,key_distance,mode_distance,decision,decision_reason
TRADRJN128F92E0D03,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRKK128F92FF034,0,k3m1k4l b34ts,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRNN128F92F7172,0,-favorites-,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADROR128F42936A4,0,trance,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRPV128F92E4B4A,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRTD128F92DA070,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRWF128F425F7BE,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRXC128F4230BE8,0,60s pop,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADRZG12903CE75B5,0,comedy,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSBC128F429E4A4,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSHI12903CA79CB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSIB128F93177AB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSMV128F4266DC6,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSOP12903D0C463,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSQV128F425F3D2,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSQX128F14B0418,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADSQZ128F42707D7,0,grunge,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADSUA128C7196C7C,0,rock,3,1,4,4,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADSVJ12903C9CDFA,0,glam,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTAV128F14B0F47,0,alt-country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTBA128F92CA48F,0,acid rock,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTGV128F14B0D76,0,gothic,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTID128F9305BC4,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTIP128F92E4CF2,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTKR128F92F4419,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTOV12903CA9E74,0,entrancing,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADTQJ128F9340624,0,80s,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADTQK12903CB67C9,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTRQ128F92FBA4A,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTWP128F932A987,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADTXQ128F9331913,0,pop,3,1,1,1,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADUCE128F9322F5A,0,j-rock,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADUDB128F42A61F9,0,groovilicious,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADUHX128F931A42B,0,allboutguitar,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADUKH128F4256D1B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADULX128F425A590,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADUOU12903CF4323,0,groove metal,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADUSB128F92C50C6,0,ambient,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADUTA128F931418A,0,instrumental,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADUXF128F1498A0A,0,60s,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADUZS12903CE95D6,0,australia,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVAR12903CDEBF3,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVBS128F4223455,0,title is a full sentence,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVCK128F92FE22E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVDU128F42A047E,0,gospel,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVEH128F4254C0B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVFE128F9322EFF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVGV128F42BCACE,0,pop,3,1,2,3,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADVJK12903CC7D31,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVNR12903CE5A54,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVSU128E0786371,0,folk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVYU128F92FE96F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVYY128F931C56C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADVZP128F92E0C02,0,classic reggae,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWAU128F145622F,0,classic rock,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADWCP128F427CCAB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWEL128E078BE94,0,jazz,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWHL128F933E397,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWOB12903C9D1EB,0,proto-doom,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWRR12903D130AD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWSG128F4259317,0,blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWXP128F4257A20,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADWYF128F421FA69,0,dancehall,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADXAF128F14A9EB3,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADXCF128EF357134,0,rock,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADXCO128F426B26D,0,rock,3,1,1,1,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADXEB12903CEAC5B,0,italian,2,1,0,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADXKQ128F9309A12,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADXMA128F4276D94,0,hip hop,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADXNV128F42B4DFE,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYAN12903CE3478,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYAX128F1475721,0,mexico,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYFD12903CE4161,0,punk,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADYHB12903CDB200,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYIY128F147AA36,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYJM128F427E05B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYKK12903D07753,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYLW128F427E389,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYNL128F148FE5F,0,bossa nova,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYNQ128F931BCB3,0,dance,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYOQ128F145DF0F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYQH128F9338162,0,blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYQK128F42A762A,0,alternative rock,2,0,4,4,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADYRH128F423478E,0,jam rock,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYUQ128F421A896,0,blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYXV128F42166AD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADYYK128F145FE74,0,rock,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADYZC12903CCC8FA,0,folk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZCV128F4294DFD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZGC128F9322762,0,michella and vickie,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZGK12903CF4512,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZKZ128F4256E3B,0,beatles cover,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZLL128F93182D7,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZQG128F93506D5,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZQV128F14A5760,0,oldies,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADZWK128F9303076,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRADZXK128F429DB92,0,rock,3,1,1,1,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRADZYD128E078BE45,0,electronic,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRADZZP128F428BCE6,0,eva,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEABT128F931984D,0,acoustic blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEADE128F423BEF8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEADK128F4270AA6,0,ambient,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEAEV128F1493757,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEALX12903CB5701,0,roddyhughes1923,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEARU128E0781A02,0,70s,2,0,4,5,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEASB12903CD48BC,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEAST128F42931B1,0,dramatic piano,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEASY128F148247C,0,french,2,0,1,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEATL128F42690A7,0,hard rock,2,0,3,3,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEATZ128F426E5C8,0,minimal techno,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEAZV12903D0CBA6,0,over 5 minutes long,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEBKD12903D00D5C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEBLA128F423CBCA,0,dancehall,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEBOH128F9314977,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEBPG128F14AA0DA,0,70s,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEBPU12903CE743E,0,ambient,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEBQO128F933C48A,0,1960s,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEBSG128F9317B95,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEBSY128E07873C0,0,hip-hop,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEBXE128F933B4F5,0,rnb,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEBXS128F429933A,0,pop,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAECBR128F429F8C0,0,pop,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAECKI128F149EA48,0,my angel,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAECSU128F426A84A,0,power metal,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAECSZ128F145DEDF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAECVW128E078884D,0,hardcore,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAECWE128F1498516,0,funk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAECWI128F4226133,0,90s,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEDAH12903D05A77,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEDCT12903CD9238,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEDDD12903CCF7E7,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEDJJ128F426A526,0,beatles cover,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEDJW128F422B4CB,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEDPP128F42AFB64,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEDXO128F421B908,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEDYD128F425A868,0,hip-hop,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEEGA128F4272FF8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEEGO12903CF7D27,0,classic rock,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAEELO128F425BD8F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEELW128F933D255,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEEMP128F92F4B9C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEEOQ128F9309BC0,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFDB128E0783952,0,soul,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEFDK128F1473B92,0,soul,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFJG128F9325FE4,0,blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFON128E078C6F8,0,american rock,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFOU128F932105B,0,laid back,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEFPN128F930BD07,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFQG128F429F74E,0,blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFUS12903CC2779,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFWP128F4238373,0,exclusive pearls,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEFYR128F4268253,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGAZ128F426240C,0,celine dion,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGBE128F4284973,0,hip-hop,2,0,1,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEGDO128F42705BF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGFX12903CF8E7B,0,hard rock,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEGGV128F92F29B2,0,rock,3,1,4,4,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAEGHJ12903CE26DF,0,audiosurf,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGJE128F42656F1,0,blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGKP12903CBB66B,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGMN128F42690CD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGMO128F146D5F6,0,60s,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGRF128F426B2D2,0,celtic,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGRR128F422285F,0,funk,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGRU128F9358874,0,first cup in the morning,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEGUL128E078B0C1,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHBW12903CE1045,0,rock,3,1,2,2,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAEHLP128F933720D,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHMP128F92DCC42,0,amores cobardes,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHNA128F423786C,0,brasil,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEHOI12903CD02C8,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHTK128F14A4706,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHTT128F9303492,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHTU128F93353E5,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHXW128F146F3C5,0,country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEHYF128F148AE0C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIDZ128F42658BC,0,jazz,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIIO128F92E08FD,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIKO128F932739F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIKW128F1456B1A,0,download,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIKX128F92CCFB6,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIMT128F1466ED6,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIUN12903CBBAC3,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEIYU128F931BC4B,0,gaitas,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJAC128F427FBDE,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJDC128F92D1684,0,jazz,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJFN128F4291C10,0,perlen deutschsprachiger popmusik,2,0,1,1,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEJIW12903CE0B99,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJMB128F93461C9,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJPC12903CD420E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJWK128F149EA60,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEJXI128F4291A83,0,progressive metal,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEKCR128F14593A5,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEKCV128E0781A5B,0,new wave,2,0,4,4,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAEKIO128F425786C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAELGF128F42265A9,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAELHH128F92CF21E,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAELHY12903CAD56C,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAELNO128F42148EF,0,aproragadozo loves this music,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAELRO128F92DD2F1,0,female vocalists,2,0,1,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAELUY128F93147BA,0,blues,2,0,2,2,0,,,,,keep,"keep: semantic_score=2, numeric_pass_count=0"
TRAELWU128F4230D12,0,texas blues,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAELXD128F14A8B21,0,country,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMAA128F428E58F,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMDH128F146B548,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMGG12903CEBB52,0,scarface,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMGL128F4266177,0,chanson francaise,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMKJ12903C9D211,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMMB128F426A1BF,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMNZ128F9334662,0,rock,3,1,5,5,0,,,,,keep,"keep: semantic_score=3, numeric_pass_count=0"
TRAEMRI128F425F33D,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMTU128EF363016,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
TRAEMXB128F429FA26,0,,0,0,0,0,0,,,,,reject,"reject: semantic_score=0, numeric_pass_count=0 below keep threshold"
